article_number,article_title,article_text,book,title,chapter,section,annotations
48,Confirmarea actului anulabil,"Minorul devenit major sau cel cu privire la care a încetat măsura consilierii judiciare ori a tutelei speciale poate confirma actul făcut singur în timpul minorității sau în perioada în care se afla sub ocrotire, atunci când el trebuia să fie reprezentat sau asistat. După descărcarea tutorelui, el poate, de asemenea, să confirme actul făcut de tutorele său fără respectarea tuturor formalităților cerute pentru încheierea lui valabilă. În timpul minorității sau al perioadei în care majorul beneficiază de măsura consilierii judiciare, confirmarea actului anulabil se poate face numai în condițiile art. 1.263 și 1.264.
(la 18-08-2022, Articolul 48 din Sectiunea a 2-a , Capitolul I , Titlul II , Cartea I a fost modificat de Punctul 8, Articolul 7, Capitolul II din LEGEA nr. 140 din 17 mai 2022, publicată în MONITORUL OFICIAL nr. 500 din 20 mai 2022 )",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul I Capacitatea civilă a persoanei fizice,Secţiunea a 2-a Capacitatea de exercițiu,
49,Cazul general,"(1) În cazul în care o persoană este dispărută și există indicii că a încetat din viață, aceasta poate fi declarată moartă prin hotărâre judecătorească, la cererea oricărei persoane interesate, dacă au trecut cel puțin 2 ani de la data primirii ultimelor informații sau indicii din care rezultă că era în viață.
(2) Dacă data primirii ultimelor informații sau indicii despre cel dispărut nu se poate stabili cu exactitate, termenul prevăzut în alin. (1) se socotește de la sfârșitul lunii în care s-au primit ultimele informații sau indicii, iar în cazul în care nu se poate stabili nici luna, de la sfârșitul anului calendaristic.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul I Capacitatea civilă a persoanei fizice,Secţiunea a 3-a Declararea judecătorească a morții,
50,Cazuri speciale,"(1) Cel dispărut în împrejurări deosebite, cum sunt inundațiile, cutremurul, catastrofa de cale ferată ori aeriană, naufragiul, în cursul unor fapte de război sau într-o altă împrejurare asemănătoare, ce îndreptățește a se presupune decesul, poate fi declarat mort, dacă au trecut cel puțin 6 luni de la data împrejurării în care a avut loc dispariția.
(2) Dacă ziua în care a intervenit împrejurarea când a avut loc dispariția nu poate fi stabilită, sunt aplicabile, în mod corespunzător, dispozițiile art. 49 alin. (2).
(3) Atunci când este sigur că decesul s-a produs, deși cadavrul nu poate fi găsit sau identificat, moartea poate fi declarată prin hotărâre judecătorească, fără a se aștepta împlinirea vreunui termen de la dispariție.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul I Capacitatea civilă a persoanei fizice,Secţiunea a 3-a Declararea judecătorească a morții,
51,Procedura de declarare a morții,Soluționarea cererii de declarare a morții se face potrivit dispozițiilor Codului de procedură civilă.,Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul I Capacitatea civilă a persoanei fizice,Secţiunea a 3-a Declararea judecătorească a morții,
52,Data prezumată a morții celui dispărut,"(1) Cel declarat mort este socotit că a încetat din viață la data pe care hotărârea rămasă definitivă a stabilit-o ca fiind aceea a morții. Dacă hotărârea nu arată și ora morții, se socotește că cel declarat mort a încetat din viață în ultima oră a zilei stabilite ca fiind aceea a morții.
(2) În lipsa unor indicii îndestulătoare, se va stabili că cel declarat mort a încetat din viață în ultima oră a celei din urmă zile a termenului prevăzut de art. 49 sau 50, după caz.
(3) Instanța judecătorească poate rectifica data morții stabilită potrivit dispozițiilor alin. (1) și (2), dacă se dovedește că nu era posibil ca persoana declarată moartă să fi decedat la acea dată. În acest caz, data morții este cea stabilită prin hotărârea de rectificare.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul I Capacitatea civilă a persoanei fizice,Secţiunea a 3-a Declararea judecătorească a morții,
53,Prezumție,"Cel dispărut este socotit a fi în viață, dacă nu a intervenit o hotărâre declarativă de moarte rămasă definitivă.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul I Capacitatea civilă a persoanei fizice,Secţiunea a 3-a Declararea judecătorească a morții,
54,Anularea hotărârii de declarare a morții,"(1) Dacă cel declarat mort este în viață, se poate cere, oricând, anularea hotărârii prin care s-a declarat moartea.
(2) Cel care a fost declarat mort poate cere, după anularea hotărârii declarative de moarte, înapoierea bunurilor sale în natură, iar dacă aceasta nu este cu putință, restituirea lor prin echivalent. Cu toate acestea, dobânditorul cu titlu oneros nu este obligat să le înapoieze decât dacă, sub rezerva dispozițiilor în materie de carte funciară, se va face dovada că la data dobândirii știa ori trebuia să știe că persoana declarată moartă este în viață.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul I Capacitatea civilă a persoanei fizice,Secţiunea a 3-a Declararea judecătorească a morții,
55,Descoperirea certificatului de deces,"Orice persoană interesată poate cere oricând anularea hotărârii declarative de moarte, în cazul în care se descoperă certificatul de deces al celui declarat mort.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul I Capacitatea civilă a persoanei fizice,Secţiunea a 3-a Declararea judecătorească a morții,
56,Plata făcută moștenitorilor aparenți,"Plata făcută moștenitorilor legali sau legatarilor unei persoane, care reapare ulterior hotărârii declarative de moarte, este valabilă și liberatorie, dacă a fost făcută înainte de radierea din registrul de stare civilă a mențiunii privitoare la deces, cu excepția cazului în care cel care a făcut plata a cunoscut faptul că persoana declarată moartă este în viață.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul I Capacitatea civilă a persoanei fizice,Secţiunea a 3-a Declararea judecătorească a morții,
57,Drepturile moștenitorului aparent,"Moștenitorul aparent care află că persoana care a fost declarată decedată prin hotărâre judecătorească este în viață păstrează posesia bunurilor și dobândește fructele acestora, cât timp cel reapărut nu solicită restituirea lor.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul I Capacitatea civilă a persoanei fizice,Secţiunea a 3-a Declararea judecătorească a morții,
58,Drepturi ale personalității,"(1) Orice persoană are dreptul la viață, la sănătate, la integritate fizică și psihică, la demnitate, la propria imagine, la respectarea vieții private, precum și alte asemenea drepturi recunoscute de lege.
(2) Aceste drepturi nu sunt transmisibile.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul II Respectul datorat ființei umane și drepturilor ei inerente,Secţiunea 1 Dispoziții comune,
59,Atributele de identificare,"Orice persoană are dreptul la nume, la domiciliu, la reședință, precum și la o stare civilă, dobândite în condițiile legii.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul II Respectul datorat ființei umane și drepturilor ei inerente,Secţiunea 1 Dispoziții comune,
60,Dreptul de a dispune de sine însuși,"Persoana fizică are dreptul să dispună de sine însăși, dacă nu încalcă drepturile și libertățile altora, ordinea publică sau bunele moravuri.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul II Respectul datorat ființei umane și drepturilor ei inerente,Secţiunea 1 Dispoziții comune,
61,Garantarea drepturilor inerente ființei umane,"(1) Viața, sănătatea și integritatea fizică și psihică a oricărei persoane sunt garantate și ocrotite în mod egal de lege.
(2) Interesul și binele ființei umane trebuie să primeze asupra interesului unic al societății sau al științei.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul II Respectul datorat ființei umane și drepturilor ei inerente,"Secţiunea a 2-a Drepturile la viață, la sănătate și la integritate ale persoanei fizice",
62,Interzicerea practicii eugenice,"(1) Nimeni nu poate aduce atingere speciei umane.
(2) Este interzisă orice practică eugenică prin care se tinde la organizarea selecției persoanelor.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul II Respectul datorat ființei umane și drepturilor ei inerente,"Secţiunea a 2-a Drepturile la viață, la sănătate și la integritate ale persoanei fizice",
63,Intervențiile asupra caracterelor genetice,"(1) Sunt interzise orice intervenții medicale asupra caracterelor genetice având drept scop modificarea descendenței persoanei, cu excepția celor care privesc prevenirea și tratamentul maladiilor genetice.
(2) Este interzisă orice intervenție având drept scop crearea unei ființe umane genetic identice unei alte ființe umane vii sau moarte, precum și crearea de embrioni umani în scopuri de cercetare.
(3) Utilizarea tehnicilor de reproducere umană asistată medical nu este admisă pentru alegerea sexului viitorului copil decât în scopul evitării unei boli ereditare grave legate de sexul acestuia.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul II Respectul datorat ființei umane și drepturilor ei inerente,"Secţiunea a 2-a Drepturile la viață, la sănătate și la integritate ale persoanei fizice",
64,Inviolabilitatea corpului uman,"(1) Corpul uman este inviolabil.
(2) Orice persoană are dreptul la integritatea sa fizică și psihică. Nu se poate aduce atingere integrității ființei umane decât în cazurile și în condițiile expres și limitativ prevăzute de lege.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul II Respectul datorat ființei umane și drepturilor ei inerente,"Secţiunea a 2-a Drepturile la viață, la sănătate și la integritate ale persoanei fizice",
65,Examenul caracteristicilor genetice,"(1) Examenul caracteristicilor genetice ale unei persoane nu poate fi întreprins decât în scopuri medicale sau de cercetare științifică, efectuate în condițiile legii.
(2) Identificarea unei persoane pe baza amprentelor sale genetice nu poate fi efectuată decât în cadrul unei proceduri judiciare civile sau penale, după caz, sau în scopuri medicale ori de cercetare științifică, efectuate în condițiile legii.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul II Respectul datorat ființei umane și drepturilor ei inerente,"Secţiunea a 2-a Drepturile la viață, la sănătate și la integritate ale persoanei fizice",
66,Interzicerea unor acte patrimoniale,"Orice acte care au ca obiect conferirea unei valori patrimoniale corpului uman, elementelor sau produselor sale sunt lovite de nulitate absolută, cu excepția cazurilor expres prevăzute de lege.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul II Respectul datorat ființei umane și drepturilor ei inerente,"Secţiunea a 2-a Drepturile la viață, la sănătate și la integritate ale persoanei fizice",
67,Intervențiile medicale asupra unei persoane,"Nicio persoană nu poate fi supusă experiențelor, testelor, prelevărilor, tratamentelor sau altor intervenții în scop terapeutic ori în scop de cercetare științifică decât în cazurile și în condițiile expres și limitativ prevăzute de lege.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul II Respectul datorat ființei umane și drepturilor ei inerente,"Secţiunea a 2-a Drepturile la viață, la sănătate și la integritate ale persoanei fizice",
68,Prelevarea și transplantul de la persoanele în viață,"(1) Prelevarea și transplantul de organe, țesuturi și celule de origine umană de la donatori în viață se fac exclusiv în cazurile și condițiile prevăzute de lege, cu acordul scris, liber, prealabil și expres al acestora și numai după ce au fost informați, în prealabil, asupra riscurilor intervenției. În toate cazurile, donatorul poate reveni asupra consimțământului dat, până în momentul prelevării.
(2) Se interzice prelevarea de organe, țesuturi și celule de origine umană de la minori, precum și de la persoanele aflate în viață, lipsite de discernământ din cauza unui handicap mintal, unei tulburări mintale grave sau dintr-un alt motiv similar, în afara cazurilor expres prevăzute de lege.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul II Respectul datorat ființei umane și drepturilor ei inerente,"Secţiunea a 2-a Drepturile la viață, la sănătate și la integritate ale persoanei fizice",
69,Sesizarea instanței judecătorești,"La cererea persoanei interesate, instanța poate lua toate măsurile necesare pentru a împiedica sau a face să înceteze orice atingere ilicită adusă integrității corpului uman, precum și pentru a dispune repararea, în condițiile prevăzute la art. 252-256, a daunelor materiale și morale suferite.",Cartea I Despre persoane*),Titlul II Persoana fizică,Capitolul II Respectul datorat ființei umane și drepturilor ei inerente,"Secţiunea a 2-a Drepturile la viață, la sănătate și la integritate ale persoanei fizice",
